"","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy"
"832","JEB67897","PFOS-high","AUC","20260427",54.1833,112.1571,-12.1571,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis"
"833","JEB67897","PFOSNO-low","AUC","20260129",39.9334,102.7199,-2.7199,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis"
"834","JEB67897","PFOS-low","AUC","20260520",24.9083,71.7013,28.2987,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis"
"835","JEB67897","Veh","AUC","20260605",22.7696,82.4795,17.5205,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis"
"836","JEB67897","Veh","AUC","20260426",53.1227,133.5571,-33.5571,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis"
"837","JEB67897","PFOS-low","AUC","20260530",47.8533,83.5275,16.4725,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis"
"838","JEB33281","PFOS-low","AUC","20260509",31.5046,79.6482,20.3518,"Clostridium intestinale","DSM 38531","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium intestinale"
"839","JEB33281","PFOSNO-low","AUC","20260326",24.9248,106.5103,-6.5103,"Clostridium intestinale","DSM 38531","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium intestinale"
"840","JEB33281","PFOS-high","AUC","20260210",22.344,105.9407,-5.94070000000001,"Clostridium intestinale","DSM 38531","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium intestinale"
"841","JEB33281","PFOSNO-high","AUC","20260609",33.7598,80.3108,19.6892,"Clostridium intestinale","DSM 38531","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium intestinale"
"842","JEB76121","Veh","AUC","20260201",31.3405,115.9804,-15.9804,"Ruminococcus sp. FMBCY1","DSM 97294","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMBCY1"
"843","JEB76121","PFOSNO-high","AUC","20260103",24.6173,93.1472,6.8528,"Ruminococcus sp. FMBCY1","DSM 97294","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMBCY1"
"844","JEB76121","PFOSNO-low","AUC","20260718",58.1398,102.8871,-2.8871,"Ruminococcus sp. FMBCY1","DSM 97294","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMBCY1"
"845","JEB76121","PFOSNO-high","AUC","20260624",53.4723,103.2432,-3.2432,"Ruminococcus sp. FMBCY1","DSM 97294","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMBCY1"
"846","JEB76121","PFOSNO-high","AUC","20260607",38.2923,76.8878,23.1122,"Ruminococcus sp. FMBCY1","DSM 97294","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMBCY1"
"847","JEB76121","PFOSNO-low","AUC","20260108",35.7027,95.1073,4.8927,"Ruminococcus sp. FMBCY1","DSM 97294","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus sp. FMBCY1"
"848","JEB53157","PFOSNO-low","AUC","20260616",22.4567,81.1547,18.8453,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"849","JEB53157","PFOS-high","AUC","20260201",27.1868,99.9812,0.0187999999999988,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"850","JEB53157","PFOSNO-high","AUC","20260701",35.6379,76.8825,23.1175,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"851","JEB53157","PFOS-low","AUC","20260122",58.881,90.8405,9.15949999999999,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"852","JEB53157","PFOS-low","AUC","20260327",30.2256,99.219,0.781000000000006,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"853","JEB53157","PFOSNO-high","AUC","20260714",39.7883,97.7474,2.2526,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"854","JEB53157","Veh","AUC","20260311",48.2812,67.1007,32.8993,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"855","JEB53157","PFOS-high","AUC","20260529",59.6916,114.6684,-14.6684,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis"
"856","JEB75402","PFOS-low","AUC","20260101",41.3875,93.6472,6.3528,"Bacteroides faecis","DSM 41560","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis"
"857","JEB75402","PFOS-high","AUC","20260411",43.4385,96.8482,3.15179999999999,"Bacteroides faecis","DSM 41560","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis"
"858","JEB75402","PFOSNO-low","AUC","20260512",22.4736,73.7769,26.2231,"Bacteroides faecis","DSM 41560","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis"
"859","JEB75402","PFOSNO-high","AUC","20260507",37.5728,120.8761,-20.8761,"Bacteroides faecis","DSM 41560","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis"
"860","JEB14986","PFOS-low","AUC","20260714",22.771,83.9138,16.0862,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei"
"861","JEB14986","PFOS-high","AUC","20260313",41.0362,87.6344,12.3656,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei"
"862","JEB14986","PFOS-high","AUC","20260710",55.1202,107.2771,-7.2771,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei"
"863","JEB14986","PFOS-high","AUC","20260630",36.7343,93.5199,6.48009999999999,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei"
"864","JEB14986","PFOSNO-low","AUC","20260301",57.2224,93.4126,6.5874,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei"
"865","JEB92493","PFOSNO-low","AUC","20260103",57.4641,89.4243,10.5757,"Enterocloster clostridioformis","DSM 71981","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis"
"866","JEB92493","Veh","AUC","20260216",49.7228,112.2032,-12.2032,"Enterocloster clostridioformis","DSM 71981","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis"
"867","JEB92493","Veh","AUC","20260126",50.2079,85.49,14.51,"Enterocloster clostridioformis","DSM 71981","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis"
"868","JEB92493","PFOSNO-low","AUC","20260624",29.9777,100.15,-0.150000000000006,"Enterocloster clostridioformis","DSM 71981","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis"
"869","JEB20923","PFOSNO-low","AUC","20260618",50.8088,131.1148,-31.1148,"Ruminococcus albus","DSM 73081","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus albus"
"870","JEB20923","PFOSNO-high","AUC","20260201",53.6022,101.2742,-1.27419999999999,"Ruminococcus albus","DSM 73081","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus albus"
"871","JEB20923","Veh","AUC","20260715",30.6897,97.6029,2.39709999999999,"Ruminococcus albus","DSM 73081","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus albus"
"872","JEB20923","PFOS-low","AUC","20260415",44.9392,134.1487,-34.1487,"Ruminococcus albus","DSM 73081","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus albus"
"873","JEB20923","PFOSNO-high","AUC","20260227",51.6892,107.1613,-7.1613,"Ruminococcus albus","DSM 73081","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus albus"
"874","JEB29265","PFOS-low","AUC","20260113",29.1767,109.4281,-9.4281,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium"
"875","JEB29265","PFOS-low","AUC","20260708",30.9743,95.7868,4.2132,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium"
"876","JEB29265","PFOS-low","AUC","20260410",21.9343,72.505,27.495,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium"
"877","JEB29265","PFOSNO-high","AUC","20260405",24.8394,104.4399,-4.43989999999999,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium"
"878","JEB29265","PFOS-low","AUC","20260601",24.4609,117.752,-17.752,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium"
"879","JEB77008","PFOS-high","AUC","20260205",44.0325,104.9436,-4.9436,"Bacteroides uniformis","DSM 52817","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis"
"880","JEB77008","PFOSNO-high","AUC","20260204",55.8247,76.8146,23.1854,"Bacteroides uniformis","DSM 52817","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis"
"881","JEB77008","PFOSNO-low","AUC","20260715",39.3608,77.1369,22.8631,"Bacteroides uniformis","DSM 52817","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis"
"882","JEB77008","PFOSNO-low","AUC","20260105",34.1335,110.3045,-10.3045,"Bacteroides uniformis","DSM 52817","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis"
"883","JEB10459","PFOS-low","AUC","20260423",26.3252,80.8713,19.1287,"Streptococcus pasteurianus","DSM 35541","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus"
"884","JEB10459","Veh","AUC","20260128",34.4199,117.7748,-17.7748,"Streptococcus pasteurianus","DSM 35541","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus"
"885","JEB10459","PFOS-high","AUC","20260713",21.1372,115.0091,-15.0091,"Streptococcus pasteurianus","DSM 35541","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus"
"886","JEB10459","PFOSNO-high","AUC","20260720",32.2483,114.1677,-14.1677,"Streptococcus pasteurianus","DSM 35541","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pasteurianus"
"887","JEB94982","PFOSNO-high","AUC","20260423",24.5877,112.6891,-12.6891,"Enterobacter ludwigii","DSM 97078","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii"
"888","JEB94982","PFOS-high","AUC","20260426",46.3269,86.0173,13.9827,"Enterobacter ludwigii","DSM 97078","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii"
"889","JEB94982","PFOS-high","AUC","20260316",36.7639,70.694,29.306,"Enterobacter ludwigii","DSM 97078","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii"
"890","JEB94982","PFOS-high","AUC","20260326",33.6725,98.6084,1.3916,"Enterobacter ludwigii","DSM 97078","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii"
"891","JEB94982","Veh","AUC","20260301",23.7175,112.1417,-12.1417,"Enterobacter ludwigii","DSM 97078","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii"
"892","JEB94982","PFOSNO-high","AUC","20260706",32.138,108.4567,-8.4567,"Enterobacter ludwigii","DSM 97078","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii"
"893","JEB88942","PFOSNO-low","AUC","20260210",39.774,94.4171,5.5829,"Bacteroides faecium","DSM 1037","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecium"
"894","JEB88942","PFOSNO-low","AUC","20260627",41.2915,100.5944,-0.594399999999993,"Bacteroides faecium","DSM 1037","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecium"
"895","JEB88942","PFOSNO-high","AUC","20260106",23.0037,109.3564,-9.35639999999999,"Bacteroides faecium","DSM 1037","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecium"
"896","JEB88942","Veh","AUC","20260622",53.8665,116.2894,-16.2894,"Bacteroides faecium","DSM 1037","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecium"
"897","JEB88942","PFOSNO-high","AUC","20260409",32.4832,93.9331,6.0669,"Bacteroides faecium","DSM 1037","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecium"
"898","JEB88942","PFOSNO-low","AUC","20260623",56.3492,72.1969,27.8031,"Bacteroides faecium","DSM 1037","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecium"
"899","JEB88942","PFOS-high","AUC","20260630",20.5487,124.0957,-24.0957,"Bacteroides faecium","DSM 1037","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecium"
"900","JEB88818","PFOSNO-low","AUC","20260224",29.0038,101.5401,-1.5401,"Anaerostipes rhamnosivorans","DSM 39095","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes rhamnosivorans"
"901","JEB88818","PFOSNO-low","AUC","20260316",28.22,98.8448,1.15519999999999,"Anaerostipes rhamnosivorans","DSM 39095","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes rhamnosivorans"
"902","JEB88818","PFOS-low","AUC","20260420",44.7975,106.2667,-6.2667,"Anaerostipes rhamnosivorans","DSM 39095","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes rhamnosivorans"
"903","JEB88818","PFOSNO-high","AUC","20260113",55.0564,94.2258,5.77419999999999,"Anaerostipes rhamnosivorans","DSM 39095","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes rhamnosivorans"
"904","JEB88818","PFOSNO-low","AUC","20260716",20.4845,108.6124,-8.61239999999999,"Anaerostipes rhamnosivorans","DSM 39095","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes rhamnosivorans"
"905","JEB82832","PFOS-high","AUC","20260408",43.7498,87.4553,12.5447,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum"
"906","JEB82832","PFOSNO-high","AUC","20260408",35.0189,93.7099,6.2901,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum"
"907","JEB82832","PFOSNO-low","AUC","20260711",34.6503,106.9073,-6.90730000000001,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum"
"908","JEB82832","PFOSNO-high","AUC","20260602",48.44,94.6089,5.39109999999999,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum"
"909","JEB82832","PFOS-high","AUC","20260324",41.4049,98.0936,1.9064,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum"
"910","JEB82832","PFOSNO-low","AUC","20260502",59.8532,89.6869,10.3131,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum"
"911","JEB82832","Veh","AUC","20260524",28.6211,104.7004,-4.7004,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum"
"912","JEB71787","PFOS-low","AUC","20260513",59.2824,83.2404,16.7596,"Butyricimonas synergistica","DSM 8048","NA;s__Butyricimonas synergistica"
"913","JEB71787","PFOSNO-low","AUC","20260607",37.4388,99.062,0.938000000000002,"Butyricimonas synergistica","DSM 8048","NA;s__Butyricimonas synergistica"
"914","JEB71787","PFOSNO-low","AUC","20260426",24.721,90.0077,9.9923,"Butyricimonas synergistica","DSM 8048","NA;s__Butyricimonas synergistica"
"915","JEB71787","PFOS-high","AUC","20260123",43.4974,90.1159,9.8841,"Butyricimonas synergistica","DSM 8048","NA;s__Butyricimonas synergistica"
"916","JEB94046","PFOSNO-low","AUC","20260719",56.585,131.795,-31.795,"Enterobacter roggenkampii","DSM 85180","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii"
"917","JEB94046","PFOS-high","AUC","20260601",57.4276,86.7607,13.2393,"Enterobacter roggenkampii","DSM 85180","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii"
"918","JEB94046","PFOS-high","AUC","20260321",39.1899,74.428,25.572,"Enterobacter roggenkampii","DSM 85180","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii"
"919","JEB94046","PFOS-high","AUC","20260105",55.4803,97.8124,2.1876,"Enterobacter roggenkampii","DSM 85180","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii"
"920","JEB94046","Veh","AUC","20260407",49.4969,78.1257,21.8743,"Enterobacter roggenkampii","DSM 85180","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii"
"921","JEB94046","PFOS-high","AUC","20260507",23.0102,104.3212,-4.3212,"Enterobacter roggenkampii","DSM 85180","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii"
"922","JEB94046","PFOSNO-high","AUC","20260109",36.6045,108.5525,-8.5525,"Enterobacter roggenkampii","DSM 85180","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii"
"923","JEB86081","PFOS-low","AUC","20260513",21.5833,99.6231,0.376900000000006,"Klebsiella africana","DSM 61477","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella africana"
"924","JEB86081","PFOSNO-low","AUC","20260529",40.9498,102.0837,-2.08369999999999,"Klebsiella africana","DSM 61477","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella africana"
"925","JEB86081","PFOSNO-high","AUC","20260407",40.3666,108.0845,-8.0845,"Klebsiella africana","DSM 61477","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella africana"
"926","JEB86081","PFOS-high","AUC","20260118",41.6299,91.9068,8.0932,"Klebsiella africana","DSM 61477","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella africana"
"927","JEB86801","PFOSNO-low","AUC","20260709",41.0757,93.5106,6.4894,"Clostridium autoethanogenum","DSM 97602","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium autoethanogenum"
"928","JEB86801","PFOS-high","AUC","20260330",32.4451,85.9212,14.0788,"Clostridium autoethanogenum","DSM 97602","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium autoethanogenum"
"929","JEB86801","PFOSNO-high","AUC","20260128",38.0982,102.5649,-2.56489999999999,"Clostridium autoethanogenum","DSM 97602","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium autoethanogenum"
"930","JEB86801","PFOS-high","AUC","20260406",20.176,97.9021,2.0979,"Clostridium autoethanogenum","DSM 97602","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium autoethanogenum"
"931","JEB86801","PFOS-low","AUC","20260527",58.475,103.8098,-3.8098,"Clostridium autoethanogenum","DSM 97602","d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium autoethanogenum"
"932","JEB64840","PFOS-high","AUC","20260220",46.7581,68.4221,31.5779,"Enterobacter sp. BIDMC100","DSM 81834","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. BIDMC100"
"933","JEB64840","PFOSNO-low","AUC","20260325",43.9018,117.0252,-17.0252,"Enterobacter sp. BIDMC100","DSM 81834","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. BIDMC100"
"934","JEB64840","PFOSNO-low","AUC","20260117",22.2073,103.0119,-3.0119,"Enterobacter sp. BIDMC100","DSM 81834","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. BIDMC100"
"935","JEB64840","PFOSNO-low","AUC","20260429",56.6172,83.4082,16.5918,"Enterobacter sp. BIDMC100","DSM 81834","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. BIDMC100"
"936","JEB64840","PFOS-high","AUC","20260701",21.474,105.3083,-5.3083,"Enterobacter sp. BIDMC100","DSM 81834","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter sp. BIDMC100"
"937","JEB89784","Veh","AUC","20260413",28.4448,100.7538,-0.753799999999998,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis"
"938","JEB89784","PFOSNO-low","AUC","20260715",25.9843,90.2427,9.7573,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis"
"939","JEB89784","Veh","AUC","20260108",30.057,88.911,11.089,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis"
