"unnamed_column_1","StrainID","Drug","metric","date","median_value","perc","perc_inhibition","SILVA_Species","Strain_Info","GTDB_08-rs214_taxonomy","Species_SILVA_clean","Species_GTDB_clean","SILVA_in_FVA","GTDB_in_FVA","Species_merge_source","Species"
787,"JEB47333","PFOS-high","AUC",20260223,39.1313,120.2702,-20.2702,"Bacteroides xylanisolvens","DSM 36174","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens","Bacteroides xylanisolvens","Bacteroides xylanisolvens",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides xylanisolvens"
798,"JEB94205","PFOS-high","AUC",20260610,46.283,104.2976,-4.2976,"Blautia wexlerae","DSM 8287","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
799,"JEB94205","Veh","AUC",20260701,51.0989,114.0562,-14.0562,"Blautia wexlerae","DSM 8287","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
801,"JEB94205","Veh","AUC",20260429,22.015,105.0654,-5.0654,"Blautia wexlerae","DSM 8287","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
803,"JEB94205","Veh","AUC",20260314,20.2722,101.8821,-1.88209999999999,"Blautia wexlerae","DSM 8287","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
804,"JEB94205","Veh","AUC",20260125,22.5392,97.244,2.756,"Blautia wexlerae","DSM 8287","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia wexlerae","Blautia wexlerae","Blautia wexlerae",TRUE,TRUE,"SILVA_and_GTDB_agree","Blautia wexlerae"
815,"JEB43810","PFOS-high","AUC",20260201,39.415,105.8526,-5.8526,"Eggerthella sinensis","DSM 33354","NA;s__Eggerthella sinensis","Eggerthella sinensis","Eggerthella sinensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Eggerthella sinensis"
818,"JEB43810","Veh","AUC",20260524,26.0759,77.8348,22.1652,"Eggerthella sinensis","DSM 33354","NA;s__Eggerthella sinensis","Eggerthella sinensis","Eggerthella sinensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Eggerthella sinensis"
823,"JEB95395","PFOS-high","AUC",20260605,50.147,113.3253,-13.3253,"Gordonibacter pamelaeae","DSM 96430","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae","Gordonibacter pamelaeae","Gordonibacter pamelaeae",TRUE,TRUE,"SILVA_and_GTDB_agree","Gordonibacter pamelaeae"
824,"JEB95395","PFOS-low","AUC",20260305,35.088,109.4797,-9.47969999999999,"Gordonibacter pamelaeae","DSM 96430","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae","Gordonibacter pamelaeae","Gordonibacter pamelaeae",TRUE,TRUE,"SILVA_and_GTDB_agree","Gordonibacter pamelaeae"
825,"JEB95395","PFOS-low","AUC",20260713,54.8955,77.0355,22.9645,"Gordonibacter pamelaeae","DSM 96430","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae","Gordonibacter pamelaeae","Gordonibacter pamelaeae",TRUE,TRUE,"SILVA_and_GTDB_agree","Gordonibacter pamelaeae"
827,"JEB95395","Veh","AUC",20260215,43.8477,123.2316,-23.2316,"Gordonibacter pamelaeae","DSM 96430","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae","Gordonibacter pamelaeae","Gordonibacter pamelaeae",TRUE,TRUE,"SILVA_and_GTDB_agree","Gordonibacter pamelaeae"
829,"JEB95395","PFOS-high","AUC",20260603,59.1526,105.92,-5.92,"Gordonibacter pamelaeae","DSM 96430","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae","Gordonibacter pamelaeae","Gordonibacter pamelaeae",TRUE,TRUE,"SILVA_and_GTDB_agree","Gordonibacter pamelaeae"
830,"JEB95395","PFOS-high","AUC",20260205,35.2701,109.6721,-9.6721,"Gordonibacter pamelaeae","DSM 96430","d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae","Gordonibacter pamelaeae","Gordonibacter pamelaeae",TRUE,TRUE,"SILVA_and_GTDB_agree","Gordonibacter pamelaeae"
831,"JEB67897","PFOS-high","AUC",20260108,35.3283,112.4782,-12.4782,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis","Enterococcus faecalis","Enterococcus faecalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecalis"
832,"JEB67897","PFOS-high","AUC",20260427,54.1833,112.1571,-12.1571,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis","Enterococcus faecalis","Enterococcus faecalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecalis"
834,"JEB67897","PFOS-low","AUC",20260520,24.9083,71.7013,28.2987,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis","Enterococcus faecalis","Enterococcus faecalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecalis"
835,"JEB67897","Veh","AUC",20260605,22.7696,82.4795,17.5205,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis","Enterococcus faecalis","Enterococcus faecalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecalis"
836,"JEB67897","Veh","AUC",20260426,53.1227,133.5571,-33.5571,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis","Enterococcus faecalis","Enterococcus faecalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecalis"
837,"JEB67897","PFOS-low","AUC",20260530,47.8533,83.5275,16.4725,"Enterococcus faecalis","DSM 20887","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis","Enterococcus faecalis","Enterococcus faecalis",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecalis"
849,"JEB53157","PFOS-high","AUC",20260201,27.1868,99.9812,0.0187999999999988,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis","Prevotella conceptionensis","Prevotella conceptionensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella conceptionensis"
851,"JEB53157","PFOS-low","AUC",20260122,58.881,90.8405,9.15949999999999,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis","Prevotella conceptionensis","Prevotella conceptionensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella conceptionensis"
852,"JEB53157","PFOS-low","AUC",20260327,30.2256,99.219,0.781000000000006,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis","Prevotella conceptionensis","Prevotella conceptionensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella conceptionensis"
854,"JEB53157","Veh","AUC",20260311,48.2812,67.1007,32.8993,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis","Prevotella conceptionensis","Prevotella conceptionensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella conceptionensis"
855,"JEB53157","PFOS-high","AUC",20260529,59.6916,114.6684,-14.6684,"Prevotella conceptionensis","DSM 40916","NA;s__Prevotella conceptionensis","Prevotella conceptionensis","Prevotella conceptionensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Prevotella conceptionensis"
856,"JEB75402","PFOS-low","AUC",20260101,41.3875,93.6472,6.3528,"Bacteroides faecis","DSM 41560","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis","Bacteroides faecis","Bacteroides faecis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides faecis"
857,"JEB75402","PFOS-high","AUC",20260411,43.4385,96.8482,3.15179999999999,"Bacteroides faecis","DSM 41560","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis","Bacteroides faecis","Bacteroides faecis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides faecis"
860,"JEB14986","PFOS-low","AUC",20260714,22.771,83.9138,16.0862,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei","Phocaeicola dorei","Phocaeicola dorei",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola dorei"
861,"JEB14986","PFOS-high","AUC",20260313,41.0362,87.6344,12.3656,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei","Phocaeicola dorei","Phocaeicola dorei",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola dorei"
862,"JEB14986","PFOS-high","AUC",20260710,55.1202,107.2771,-7.2771,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei","Phocaeicola dorei","Phocaeicola dorei",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola dorei"
863,"JEB14986","PFOS-high","AUC",20260630,36.7343,93.5199,6.48009999999999,"Phocaeicola dorei","DSM 68041","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei","Phocaeicola dorei","Phocaeicola dorei",TRUE,TRUE,"SILVA_and_GTDB_agree","Phocaeicola dorei"
874,"JEB29265","PFOS-low","AUC",20260113,29.1767,109.4281,-9.4281,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium","Enterococcus faecium","Enterococcus faecium",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecium"
875,"JEB29265","PFOS-low","AUC",20260708,30.9743,95.7868,4.2132,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium","Enterococcus faecium","Enterococcus faecium",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecium"
876,"JEB29265","PFOS-low","AUC",20260410,21.9343,72.505,27.495,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium","Enterococcus faecium","Enterococcus faecium",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecium"
878,"JEB29265","PFOS-low","AUC",20260601,24.4609,117.752,-17.752,"Enterococcus faecium","DSM 10777","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecium","Enterococcus faecium","Enterococcus faecium",TRUE,TRUE,"SILVA_and_GTDB_agree","Enterococcus faecium"
879,"JEB77008","PFOS-high","AUC",20260205,44.0325,104.9436,-4.9436,"Bacteroides uniformis","DSM 52817","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis","Bacteroides uniformis","Bacteroides uniformis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides uniformis"
905,"JEB82832","PFOS-high","AUC",20260408,43.7498,87.4553,12.5447,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum","Fusobacterium nucleatum","Fusobacterium nucleatum",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium nucleatum"
909,"JEB82832","PFOS-high","AUC",20260324,41.4049,98.0936,1.9064,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum","Fusobacterium nucleatum","Fusobacterium nucleatum",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium nucleatum"
911,"JEB82832","Veh","AUC",20260524,28.6211,104.7004,-4.7004,"Fusobacterium nucleatum","DSM 29321","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum","Fusobacterium nucleatum","Fusobacterium nucleatum",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium nucleatum"
912,"JEB71787","PFOS-low","AUC",20260513,59.2824,83.2404,16.7596,"Butyricimonas synergistica","DSM 8048","NA;s__Butyricimonas synergistica","Butyricimonas synergistica","Butyricimonas synergistica",TRUE,TRUE,"SILVA_and_GTDB_agree","Butyricimonas synergistica"
915,"JEB71787","PFOS-high","AUC",20260123,43.4974,90.1159,9.8841,"Butyricimonas synergistica","DSM 8048","NA;s__Butyricimonas synergistica","Butyricimonas synergistica","Butyricimonas synergistica",TRUE,TRUE,"SILVA_and_GTDB_agree","Butyricimonas synergistica"
937,"JEB89784","Veh","AUC",20260413,28.4448,100.7538,-0.753799999999998,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
939,"JEB89784","Veh","AUC",20260108,30.057,88.911,11.089,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
940,"JEB89784","PFOS-high","AUC",20260708,28.6419,94.8891,5.1109,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
941,"JEB89784","PFOS-high","AUC",20260420,38.552,96.6011,3.3989,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
942,"JEB89784","PFOS-high","AUC",20260525,57.1823,72.4781,27.5219,"Bifidobacterium adolescentis","DSM 75781","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis","Bifidobacterium adolescentis","Bifidobacterium adolescentis",TRUE,TRUE,"SILVA_and_GTDB_agree","Bifidobacterium adolescentis"
953,"JEB78445","PFOS-high","AUC",20260630,26.77,109.2525,-9.2525,"Proteus penneri","DSM 96428","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri","Proteus penneri","Proteus penneri",TRUE,TRUE,"SILVA_and_GTDB_agree","Proteus penneri"
954,"JEB78445","Veh","AUC",20260529,43.9892,83.0165,16.9835,"Proteus penneri","DSM 96428","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri","Proteus penneri","Proteus penneri",TRUE,TRUE,"SILVA_and_GTDB_agree","Proteus penneri"
955,"JEB78445","PFOS-high","AUC",20260323,49.5436,87.6528,12.3472,"Proteus penneri","DSM 96428","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri","Proteus penneri","Proteus penneri",TRUE,TRUE,"SILVA_and_GTDB_agree","Proteus penneri"
958,"JEB78445","PFOS-low","AUC",20260606,44.4254,89.424,10.576,"Proteus penneri","DSM 96428","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus;s__Proteus penneri","Proteus penneri","Proteus penneri",TRUE,TRUE,"SILVA_and_GTDB_agree","Proteus penneri"
966,"JEB90119","PFOS-high","AUC",20260604,33.9444,106.2413,-6.2413,"Parabacteroides distasonis","DSM 36846","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis","Parabacteroides distasonis","Parabacteroides distasonis",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides distasonis"
970,"JEB90119","PFOS-low","AUC",20260110,29.3026,111.4737,-11.4737,"Parabacteroides distasonis","DSM 36846","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis","Parabacteroides distasonis","Parabacteroides distasonis",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides distasonis"
971,"JEB90119","PFOS-low","AUC",20260123,30.5646,143.2099,-43.2099,"Parabacteroides distasonis","DSM 36846","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis","Parabacteroides distasonis","Parabacteroides distasonis",TRUE,TRUE,"SILVA_and_GTDB_agree","Parabacteroides distasonis"
984,"JEB19047","Veh","AUC",20260420,24.2034,103.9198,-3.9198,"Paraeggerthella hongkongensis","DSM 52812","NA;s__Paraeggerthella hongkongensis","Paraeggerthella hongkongensis","Paraeggerthella hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Paraeggerthella hongkongensis"
985,"JEB19047","PFOS-low","AUC",20260131,54.2878,107.926,-7.926,"Paraeggerthella hongkongensis","DSM 52812","NA;s__Paraeggerthella hongkongensis","Paraeggerthella hongkongensis","Paraeggerthella hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Paraeggerthella hongkongensis"
987,"JEB19047","PFOS-high","AUC",20260224,41.6106,113.0152,-13.0152,"Paraeggerthella hongkongensis","DSM 52812","NA;s__Paraeggerthella hongkongensis","Paraeggerthella hongkongensis","Paraeggerthella hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Paraeggerthella hongkongensis"
988,"JEB19047","PFOS-low","AUC",20260219,46.1531,80.1796,19.8204,"Paraeggerthella hongkongensis","DSM 52812","NA;s__Paraeggerthella hongkongensis","Paraeggerthella hongkongensis","Paraeggerthella hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Paraeggerthella hongkongensis"
989,"JEB19047","PFOS-low","AUC",20260104,30.7204,91.0563,8.94370000000001,"Paraeggerthella hongkongensis","DSM 52812","NA;s__Paraeggerthella hongkongensis","Paraeggerthella hongkongensis","Paraeggerthella hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Paraeggerthella hongkongensis"
990,"JEB19047","PFOS-high","AUC",20260508,53.033,117.6074,-17.6074,"Paraeggerthella hongkongensis","DSM 52812","NA;s__Paraeggerthella hongkongensis","Paraeggerthella hongkongensis","Paraeggerthella hongkongensis",TRUE,TRUE,"SILVA_and_GTDB_agree","Paraeggerthella hongkongensis"
992,"JEB53622","Veh","AUC",20260216,25.3954,82.4342,17.5658,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
993,"JEB53622","PFOS-low","AUC",20260515,37.8899,103.1945,-3.1945,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
994,"JEB53622","Veh","AUC",20260413,41.7311,78.9401,21.0599,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
995,"JEB53622","PFOS-low","AUC",20260625,25.6494,109.2046,-9.2046,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
996,"JEB53622","Veh","AUC",20260423,57.9521,91.5892,8.4108,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
997,"JEB53622","PFOS-low","AUC",20260323,55.0476,103.2345,-3.2345,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
998,"JEB53622","Veh","AUC",20260611,52.4477,85.5571,14.4429,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
999,"JEB53622","PFOS-high","AUC",20260604,51.4683,91.5044,8.4956,"Fusobacterium ulcerans","DSM 17093","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium ulcerans","Fusobacterium ulcerans","Fusobacterium ulcerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Fusobacterium ulcerans"
1000,"JEB84443","PFOS-low","AUC",20260503,34.8055,111.3873,-11.3873,"Dorea formicigenerans","DSM 17112","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
1001,"JEB84443","PFOS-low","AUC",20260711,38.2249,120.3382,-20.3382,"Dorea formicigenerans","DSM 17112","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
1002,"JEB84443","PFOS-low","AUC",20260223,30.4677,90.702,9.298,"Dorea formicigenerans","DSM 17112","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
1003,"JEB84443","Veh","AUC",20260317,56.0537,98.8119,1.18810000000001,"Dorea formicigenerans","DSM 17112","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
1005,"JEB84443","PFOS-high","AUC",20260708,32.7813,110.1759,-10.1759,"Dorea formicigenerans","DSM 17112","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
1006,"JEB84443","Veh","AUC",20260116,33.1773,93.5461,6.4539,"Dorea formicigenerans","DSM 17112","d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans","Dorea formicigenerans","Dorea formicigenerans",TRUE,TRUE,"SILVA_and_GTDB_agree","Dorea formicigenerans"
1013,"JEB65353","PFOS-high","AUC",20260407,40.3667,139.315,-39.315,"Bacteroides thetaiotaomicron","DSM 4391","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
1015,"JEB65353","PFOS-high","AUC",20260518,38.825,76.7616,23.2384,"Bacteroides thetaiotaomicron","DSM 4391","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",TRUE,TRUE,"SILVA_and_GTDB_agree","Bacteroides thetaiotaomicron"
